year,count,percentage
Sans Date,38,1.2402088772845952
1649,1413,46.11618798955613
1652,938,30.613577023498696
1651,332,10.835509138381202
1650,276,9.007832898172325
1654,12,0.39164490861618795
1662,1,0.03263707571801567
1655,2,0.06527415143603134
1648,41,1.3381201044386422
1634,1,0.03263707571801567
1653,8,0.26109660574412535
1663,1,0.03263707571801567
1656,1,0.03263707571801567
